Sr No.,Utterance,Speaker,Emotion,Trigger,Dialogue_ID,Utterance_ID,Episode_No
16080,"Well Joey, we're allwe're all very proud of you.",Monica,joy,0.0,1840,1,386.0
16081,"Yes, I believe we can expect a call from the President any moment now.",Chandler,neutral,0.0,1840,2,386.0
16082,Is there anything we can do for you?,Phoebe,neutral,0.0,1840,3,386.0
16083,"No just, nobody press on my stomach.",Joey,neutral,0.0,1840,4,386.0
16084,You can keep those pants by the way.,Rachel,neutral,0.0,1840,5,386.0
16085,Whoaheywh-wh-what do you got there? What is that? Pie?,Joey,surprise,0.0,1840,6,386.0
16086,"Yeah, you want some?",Monica,neutral,0.0,1840,7,386.0
16087,"Ah, just cut me a little sliver.",Joey,joy,0.0,1840,8,386.0
16088,A little bigger.,Joey,neutral,0.0,1840,9,386.0
16089,Little bigger.,Joey,neutral,0.0,1840,10,386.0
16090,What?!,Joey,surprise,1.0,1840,11,386.0
16091,Well that's it. I'm done. Whew!  There come the meat sweats.,Joey,joy,0.0,1841,0,386.0
16092,"Well Joey, we're allwe're all very proud of you.",Monica,joy,0.0,1841,1,386.0
16093,"Yes, I believe we can expect a call from the President any moment now.",Chandler,neutral,0.0,1841,2,386.0
16094,Is there anything we can do for you?,Phoebe,neutral,0.0,1841,3,386.0
16095,"No just, nobody press on my stomach.",Joey,neutral,0.0,1841,4,386.0
16096,You can keep those pants by the way.,Rachel,neutral,0.0,1841,5,386.0
16097,Whoaheywh-wh-what do you got there? What is that? Pie?,Joey,surprise,0.0,1841,6,386.0
16098,"Yeah, you want some?",Monica,neutral,0.0,1841,7,386.0
16099,"Ah, just cut me a little sliver.",Joey,joy,0.0,1841,8,386.0
16100,A little bigger.,Joey,neutral,0.0,1841,9,386.0
16101,Little bigger.,Joey,neutral,0.0,1841,10,386.0
16102,What?!,Joey,surprise,0.0,1841,11,386.0
16103,Are you afraid you're gonna run out?!,Joey,anger,1.0,1841,12,386.0
16104,"Phoebe, oh my God! Wh-wh-what are you doing here?",Ross,surprise,0.0,1842,0,387.0
16105,"I need to talk to you, it's pretty urgent. It's about Monica and Chandler.",Phoebe,neutral,0.0,1842,1,387.0
16106,Oh my God!,Ross,surprise,0.0,1842,2,387.0
16107,"Of course, of course.",Ross,neutral,0.0,1842,3,387.0
16108,"Phoebe, oh my God! Wh-wh-what are you doing here?",Ross,surprise,0.0,1843,0,387.0
16109,"I need to talk to you, it's pretty urgent. It's about Monica and Chandler.",Phoebe,neutral,0.0,1843,1,387.0
16110,Oh my God!,Ross,surprise,0.0,1843,2,387.0
16111,"Of course, of course.",Ross,neutral,0.0,1843,3,387.0
16112,"Umm, would you please excuse me for a moment?",Ross,neutral,0.0,1843,4,387.0
16113,"Umm, do you know each other's hometowns?",Ross,neutral,0.0,1843,5,387.0
16114,Why don't you   Wh-what's going on?,Ross,fear,1.0,1843,6,387.0
16115,"Phoebe, oh my God! Wh-wh-what are you doing here?",Ross,surprise,0.0,1844,0,387.0
16116,"I need to talk to you, it's pretty urgent. It's about Monica and Chandler.",Phoebe,neutral,0.0,1844,1,387.0
16117,Oh my God!,Ross,surprise,0.0,1844,2,387.0
16118,"Of course, of course.",Ross,neutral,0.0,1844,3,387.0
16119,"Umm, would you please excuse me for a moment?",Ross,neutral,0.0,1844,4,387.0
16120,"Umm, do you know each other's hometowns?",Ross,neutral,0.0,1844,5,387.0
16121,Why don't you   Wh-what's going on?,Ross,fear,0.0,1844,6,387.0
16122,"Well, umm, not much.",Phoebe,neutral,0.0,1844,7,387.0
16123,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y'know?",Phoebe,neutral,1.0,1844,8,387.0
16124,"So, could I just move in with you for a couple days?",Phoebe,neutral,1.0,1844,9,387.0
16125,"Umm, okay, yeah, sure. But wh-what's wrong with Monica and Chandler?",Ross,neutral,0.0,1844,10,387.0
16126,"Phoebe, oh my God! Wh-wh-what are you doing here?",Ross,surprise,0.0,1845,0,387.0
16127,"I need to talk to you, it's pretty urgent. It's about Monica and Chandler.",Phoebe,neutral,0.0,1845,1,387.0
16128,Oh my God!,Ross,surprise,0.0,1845,2,387.0
16129,"Of course, of course.",Ross,neutral,0.0,1845,3,387.0
16130,"Umm, would you please excuse me for a moment?",Ross,neutral,0.0,1845,4,387.0
16131,"Umm, do you know each other's hometowns?",Ross,neutral,0.0,1845,5,387.0
16132,Why don't you   Wh-what's going on?,Ross,fear,0.0,1845,6,387.0
16133,"Well, umm, not much.",Phoebe,neutral,0.0,1845,7,387.0
16134,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y'know?",Phoebe,neutral,0.0,1845,8,387.0
16135,"So, could I just move in with you for a couple days?",Phoebe,neutral,0.0,1845,9,387.0
16136,"Umm, okay, yeah, sure. But wh-what's wrong with Monica and Chandler?",Ross,neutral,0.0,1845,10,387.0
16137,Nothing..Why?,Phoebe,neutral,1.0,1845,11,387.0
16138,"Phoebe, you said it was urgent!",Ross,anger,0.0,1845,12,387.0
16139,"Look, look, there's got to be a way we can work past this.",Ross,sadness,0.0,1846,0,388.0
16140,"Okay,  I can't imagine, I can't imagine my life without you.",Ross,fear,0.0,1846,1,388.0
16141,"Without, without these arms, and your face, and this heart.",Ross,sadness,1.0,1846,2,388.0
16142,"Look, look, there's got to be a way we can work past this.",Ross,sadness,0.0,1847,0,388.0
16143,"Okay,  I can't imagine, I can't imagine my life without you.",Ross,fear,0.0,1847,1,388.0
16144,"Without, without these arms, and your face, and this heart.",Ross,sadness,0.0,1847,2,388.0
16145,"Your good heart Rach,  and, and....",Ross,sadness,0.0,1847,3,388.0
16146,No.,Rachel,neutral,0.0,1847,4,388.0
16147,"I can't, you're a totally different person to me now.",Rachel,sadness,1.0,1847,5,388.0
16148,"Windows are clean, candels are lit.",Monica,neutral,0.0,1848,0,389.0
16149,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1848,1,389.0
16150,Did I turn the fish?,Monica,neutral,0.0,1848,2,389.0
16151,"Windows are clean, candels are lit.",Monica,neutral,0.0,1849,0,389.0
16152,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1849,1,389.0
16153,Did I turn the fish?,Monica,neutral,0.0,1849,2,389.0
16154,"No, cause I made lasagne.",Monica,neutral,0.0,1849,3,389.0
16155,Am I out of control?,Monica,anger,1.0,1849,4,389.0
16156,"Windows are clean, candels are lit.",Monica,neutral,0.0,1850,0,389.0
16157,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1850,1,389.0
16158,Did I turn the fish?,Monica,neutral,0.0,1850,2,389.0
16159,"No, cause I made lasagne.",Monica,neutral,0.0,1850,3,389.0
16160,Am I out of control?,Monica,anger,0.0,1850,4,389.0
16161,Just a touch.,Rachel,neutral,0.0,1850,5,389.0
16162,"Mon, I don't understand.",Rachel,neutral,0.0,1850,6,389.0
16163,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,1.0,1850,7,389.0
16164,"Windows are clean, candels are lit.",Monica,neutral,0.0,1851,0,389.0
16165,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1851,1,389.0
16166,Did I turn the fish?,Monica,neutral,0.0,1851,2,389.0
16167,"No, cause I made lasagne.",Monica,neutral,0.0,1851,3,389.0
16168,Am I out of control?,Monica,anger,0.0,1851,4,389.0
16169,Just a touch.,Rachel,neutral,0.0,1851,5,389.0
16170,"Mon, I don't understand.",Rachel,neutral,0.0,1851,6,389.0
16171,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,0.0,1851,7,389.0
16172,"I mean, why all the sudden are you so... Oh.",Rachel,surprise,1.0,1851,8,389.0
16173,What?,Monica,neutral,0.0,1851,9,389.0
16174,"Windows are clean, candels are lit.",Monica,neutral,0.0,1852,0,389.0
16175,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1852,1,389.0
16176,Did I turn the fish?,Monica,neutral,0.0,1852,2,389.0
16177,"No, cause I made lasagne.",Monica,neutral,0.0,1852,3,389.0
16178,Am I out of control?,Monica,anger,0.0,1852,4,389.0
16179,Just a touch.,Rachel,neutral,0.0,1852,5,389.0
16180,"Mon, I don't understand.",Rachel,neutral,0.0,1852,6,389.0
16181,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,0.0,1852,7,389.0
16182,"I mean, why all the sudden are you so... Oh.",Rachel,surprise,0.0,1852,8,389.0
16183,What?,Monica,neutral,1.0,1852,9,389.0
16184,Could tonight be the Night?,Rachel,joy,1.0,1852,10,389.0
16185,"Windows are clean, candels are lit.",Monica,neutral,0.0,1853,0,389.0
16186,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1853,1,389.0
16187,Did I turn the fish?,Monica,neutral,0.0,1853,2,389.0
16188,"No, cause I made lasagne.",Monica,neutral,0.0,1853,3,389.0
16189,Am I out of control?,Monica,anger,0.0,1853,4,389.0
16190,Just a touch.,Rachel,neutral,0.0,1853,5,389.0
16191,"Mon, I don't understand.",Rachel,neutral,0.0,1853,6,389.0
16192,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,0.0,1853,7,389.0
16193,"I mean, why all the sudden are you so... Oh.",Rachel,surprise,0.0,1853,8,389.0
16194,What?,Monica,neutral,0.0,1853,9,389.0
16195,Could tonight be the Night?,Rachel,joy,0.0,1853,10,389.0
16196,I don't know.,Monica,neutral,1.0,1853,11,389.0
16197,Look he's a great guy and I love being with him but... you know.,Monica,joy,0.0,1853,12,389.0
16198,"Windows are clean, candels are lit.",Monica,neutral,0.0,1854,0,389.0
16199,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1854,1,389.0
16200,Did I turn the fish?,Monica,neutral,0.0,1854,2,389.0
16201,"No, cause I made lasagne.",Monica,neutral,0.0,1854,3,389.0
16202,Am I out of control?,Monica,anger,0.0,1854,4,389.0
16203,Just a touch.,Rachel,neutral,0.0,1854,5,389.0
16204,"Mon, I don't understand.",Rachel,neutral,0.0,1854,6,389.0
16205,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,0.0,1854,7,389.0
16206,"I mean, why all the sudden are you so... Oh.",Rachel,surprise,0.0,1854,8,389.0
16207,What?,Monica,neutral,0.0,1854,9,389.0
16208,Could tonight be the Night?,Rachel,joy,0.0,1854,10,389.0
16209,I don't know.,Monica,neutral,0.0,1854,11,389.0
16210,Look he's a great guy and I love being with him but... you know.,Monica,joy,0.0,1854,12,389.0
16211,"Things happen, and they happen.",Monica,joy,0.0,1854,13,389.0
16212,You don't plan these things.,Monica,neutral,1.0,1854,14,389.0
16213,"Windows are clean, candels are lit.",Monica,neutral,0.0,1855,0,389.0
16214,"Uh, belt's to tight, gotta change the belt.",Monica,joy,0.0,1855,1,389.0
16215,Did I turn the fish?,Monica,neutral,0.0,1855,2,389.0
16216,"No, cause I made lasagne.",Monica,neutral,0.0,1855,3,389.0
16217,Am I out of control?,Monica,anger,0.0,1855,4,389.0
16218,Just a touch.,Rachel,neutral,0.0,1855,5,389.0
16219,"Mon, I don't understand.",Rachel,neutral,0.0,1855,6,389.0
16220,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,0.0,1855,7,389.0
16221,"I mean, why all the sudden are you so... Oh.",Rachel,surprise,0.0,1855,8,389.0
16222,What?,Monica,neutral,0.0,1855,9,389.0
16223,Could tonight be the Night?,Rachel,joy,0.0,1855,10,389.0
16224,I don't know.,Monica,neutral,0.0,1855,11,389.0
16225,Look he's a great guy and I love being with him but... you know.,Monica,joy,0.0,1855,12,389.0
16226,"Things happen, and they happen.",Monica,joy,1.0,1855,13,389.0
16227,You don't plan these things.,Monica,neutral,1.0,1855,14,389.0
16228,"So, did you shave your legs?",Rachel,neutral,0.0,1855,15,389.0
16229,Ross!,Joey,anger,0.0,1856,0,390.0
16230,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,1.0,1856,1,390.0
16231,Hi!,Joey,joy,0.0,1856,2,390.0
16232,Ross!,Joey,anger,0.0,1857,0,390.0
16233,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,0.0,1857,1,390.0
16234,Hi!,Joey,joy,0.0,1857,2,390.0
16235,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,0.0,1857,3,390.0
16236,Uh-oh.,Joey,fear,0.0,1857,4,390.0
16237,Ross!,Joey,anger,0.0,1858,0,390.0
16238,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,0.0,1858,1,390.0
16239,Hi!,Joey,joy,0.0,1858,2,390.0
16240,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,0.0,1858,3,390.0
16241,Uh-oh.,Joey,fear,0.0,1858,4,390.0
16242,Is there a problem?,The Casting Director,neutral,1.0,1858,5,390.0
16243,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,0.0,1858,6,390.0
16244,Ross!,Joey,anger,0.0,1859,0,390.0
16245,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,0.0,1859,1,390.0
16246,Hi!,Joey,joy,0.0,1859,2,390.0
16247,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,0.0,1859,3,390.0
16248,Uh-oh.,Joey,fear,0.0,1859,4,390.0
16249,Is there a problem?,The Casting Director,neutral,0.0,1859,5,390.0
16250,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,0.0,1859,6,390.0
16251,"But that's okay, no problem.",Joey,neutral,0.0,1859,7,390.0
16252,No problem.,Joey,neutral,0.0,1859,8,390.0
16253,"Hmm, noodle soup.",Joey,neutral,0.0,1859,9,390.0
16254,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,1.0,1859,10,390.0
16255,"Oh, what did I say?",Joey,surprise,0.0,1859,11,390.0
16256,Ross!,Joey,anger,0.0,1860,0,390.0
16257,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,0.0,1860,1,390.0
16258,Hi!,Joey,joy,0.0,1860,2,390.0
16259,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,0.0,1860,3,390.0
16260,Uh-oh.,Joey,fear,0.0,1860,4,390.0
16261,Is there a problem?,The Casting Director,neutral,0.0,1860,5,390.0
16262,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,0.0,1860,6,390.0
16263,"But that's okay, no problem.",Joey,neutral,0.0,1860,7,390.0
16264,No problem.,Joey,neutral,0.0,1860,8,390.0
16265,"Hmm, noodle soup.",Joey,neutral,0.0,1860,9,390.0
16266,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,0.0,1860,10,390.0
16267,"Oh, what did I say?",Joey,surprise,0.0,1860,11,390.0
16268,"Hmm, noodle soup.",The Casting Director,neutral,0.0,1860,12,390.0
16269,How's that different?  Oh! Yeah!,Joey,surprise,0.0,1860,13,390.0
16270,"All right, let's try one.",The Casting Director,neutral,0.0,1860,14,390.0
16271,"Hmm, noodle soup.",Joey,neutral,0.0,1860,15,390.0
16272,Ross!,Joey,anger,0.0,1861,0,390.0
16273,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,0.0,1861,1,390.0
16274,Hi!,Joey,joy,0.0,1861,2,390.0
16275,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,0.0,1861,3,390.0
16276,Uh-oh.,Joey,fear,0.0,1861,4,390.0
16277,Is there a problem?,The Casting Director,neutral,0.0,1861,5,390.0
16278,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,0.0,1861,6,390.0
16279,"But that's okay, no problem.",Joey,neutral,0.0,1861,7,390.0
16280,No problem.,Joey,neutral,0.0,1861,8,390.0
16281,"Hmm, noodle soup.",Joey,neutral,0.0,1861,9,390.0
16282,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,0.0,1861,10,390.0
16283,"Oh, what did I say?",Joey,surprise,0.0,1861,11,390.0
16284,"Hmm, noodle soup.",The Casting Director,neutral,0.0,1861,12,390.0
16285,How's that different?  Oh! Yeah!,Joey,surprise,0.0,1861,13,390.0
16286,"All right, let's try one.",The Casting Director,neutral,0.0,1861,14,390.0
16287,"Hmm, noodle soup.",Joey,neutral,0.0,1861,15,390.0
16288,Okay. Let's do it again.,The Casting Director,neutral,0.0,1861,16,390.0
16289,Okay.,Joey,neutral,0.0,1861,17,390.0
16290,"Hmm, soup.  I mean, noodle soup. I mean soup!",Joey,anger,1.0,1861,18,390.0
16291,Ross!,Joey,anger,0.0,1862,0,390.0
16292,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,0.0,1862,1,390.0
16293,Hi!,Joey,joy,0.0,1862,2,390.0
16294,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,0.0,1862,3,390.0
16295,Uh-oh.,Joey,fear,0.0,1862,4,390.0
16296,Is there a problem?,The Casting Director,neutral,0.0,1862,5,390.0
16297,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,0.0,1862,6,390.0
16298,"But that's okay, no problem.",Joey,neutral,0.0,1862,7,390.0
16299,No problem.,Joey,neutral,0.0,1862,8,390.0
16300,"Hmm, noodle soup.",Joey,neutral,0.0,1862,9,390.0
16301,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,0.0,1862,10,390.0
16302,"Oh, what did I say?",Joey,surprise,0.0,1862,11,390.0
16303,"Hmm, noodle soup.",The Casting Director,neutral,0.0,1862,12,390.0
16304,How's that different?  Oh! Yeah!,Joey,surprise,0.0,1862,13,390.0
16305,"All right, let's try one.",The Casting Director,neutral,0.0,1862,14,390.0
16306,"Hmm, noodle soup.",Joey,neutral,0.0,1862,15,390.0
16307,Okay. Let's do it again.,The Casting Director,neutral,0.0,1862,16,390.0
16308,Okay.,Joey,neutral,0.0,1862,17,390.0
16309,"Hmm, soup.  I mean, noodle soup. I mean soup!",Joey,anger,1.0,1862,18,390.0
16310,COME ON!!!!,Raymond,anger,0.0,1862,19,390.0
16311,Y'know what? We need to move on.,The Casting Director,anger,0.0,1862,20,390.0
16312,Okay. Just give us a second. Ross!,Rachel,neutral,0.0,1863,0,391.0
16313,Yeah?,Ross,neutral,0.0,1863,1,391.0
16314,Give her some money.,Rachel,neutral,0.0,1863,2,391.0
16315,I really think they're out of rooms.,Ross,neutral,1.0,1863,3,391.0
16316,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,0.0,1863,4,391.0
16317,Okay. Just give us a second. Ross!,Rachel,neutral,0.0,1864,0,391.0
16318,Yeah?,Ross,neutral,0.0,1864,1,391.0
16319,Give her some money.,Rachel,neutral,0.0,1864,2,391.0
16320,I really think they're out of rooms.,Ross,neutral,0.0,1864,3,391.0
16321,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,0.0,1864,4,391.0
16322,"Well then we'd be in a lot of trouble, you don't know where any countries are.",Ross,neutral,0.0,1864,5,391.0
16323,Okay.,Ross,neutral,0.0,1864,6,391.0
16324,"Uh, say would you umm Would you mind checking again to see if any umm, private rooms may have  opened up?",Ross,neutral,0.0,1864,7,391.0
16325,This is a hospital.,Nurse,neutral,1.0,1864,8,391.0
16326,Y'know what?,Rachel,neutral,0.0,1864,9,391.0
16327,Okay. Just give us a second. Ross!,Rachel,neutral,0.0,1865,0,391.0
16328,Yeah?,Ross,neutral,0.0,1865,1,391.0
16329,Give her some money.,Rachel,neutral,0.0,1865,2,391.0
16330,I really think they're out of rooms.,Ross,neutral,0.0,1865,3,391.0
16331,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,0.0,1865,4,391.0
16332,"Well then we'd be in a lot of trouble, you don't know where any countries are.",Ross,neutral,0.0,1865,5,391.0
16333,Okay.,Ross,neutral,0.0,1865,6,391.0
16334,"Uh, say would you umm Would you mind checking again to see if any umm, private rooms may have  opened up?",Ross,neutral,0.0,1865,7,391.0
16335,This is a hospital.,Nurse,neutral,1.0,1865,8,391.0
16336,Y'know what?,Rachel,neutral,0.0,1865,9,391.0
16337,I'd have to say I really don't care for your tone.,Rachel,anger,0.0,1865,10,391.0
16338,Okay. Just give us a second. Ross!,Rachel,neutral,0.0,1866,0,391.0
16339,Yeah?,Ross,neutral,0.0,1866,1,391.0
16340,Give her some money.,Rachel,neutral,0.0,1866,2,391.0
16341,I really think they're out of rooms.,Ross,neutral,0.0,1866,3,391.0
16342,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,0.0,1866,4,391.0
16343,"Well then we'd be in a lot of trouble, you don't know where any countries are.",Ross,neutral,0.0,1866,5,391.0
16344,Okay.,Ross,neutral,0.0,1866,6,391.0
16345,"Uh, say would you umm Would you mind checking again to see if any umm, private rooms may have  opened up?",Ross,neutral,0.0,1866,7,391.0
16346,This is a hospital.,Nurse,neutral,0.0,1866,8,391.0
16347,Y'know what?,Rachel,neutral,0.0,1866,9,391.0
16348,I'd have to say I really don't care for your tone.,Rachel,anger,0.0,1866,10,391.0
16349,And this is not the only hospital in this city and we have no problem toWhoa!,Rachel,anger,0.0,1866,11,391.0
16350,Oh gosh!,Rachel,surprise,1.0,1866,12,391.0
16351,Okay. Just give us a second. Ross!,Rachel,neutral,0.0,1867,0,391.0
16352,Yeah?,Ross,neutral,0.0,1867,1,391.0
16353,Give her some money.,Rachel,neutral,0.0,1867,2,391.0
16354,I really think they're out of rooms.,Ross,neutral,0.0,1867,3,391.0
16355,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,0.0,1867,4,391.0
16356,"Well then we'd be in a lot of trouble, you don't know where any countries are.",Ross,neutral,0.0,1867,5,391.0
16357,Okay.,Ross,neutral,0.0,1867,6,391.0
16358,"Uh, say would you umm Would you mind checking again to see if any umm, private rooms may have  opened up?",Ross,neutral,0.0,1867,7,391.0
16359,This is a hospital.,Nurse,neutral,0.0,1867,8,391.0
16360,Y'know what?,Rachel,neutral,0.0,1867,9,391.0
16361,I'd have to say I really don't care for your tone.,Rachel,anger,0.0,1867,10,391.0
16362,And this is not the only hospital in this city and we have no problem toWhoa!,Rachel,anger,0.0,1867,11,391.0
16363,Oh gosh!,Rachel,surprise,1.0,1867,12,391.0
16364,What-what?,Ross,surprise,0.0,1867,13,391.0
16365,Okay. Just give us a second. Ross!,Rachel,neutral,0.0,1868,0,391.0
16366,Yeah?,Ross,neutral,0.0,1868,1,391.0
16367,Give her some money.,Rachel,neutral,0.0,1868,2,391.0
16368,I really think they're out of rooms.,Ross,neutral,0.0,1868,3,391.0
16369,"They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,0.0,1868,4,391.0
16370,"Well then we'd be in a lot of trouble, you don't know where any countries are.",Ross,neutral,0.0,1868,5,391.0
16371,Okay.,Ross,neutral,0.0,1868,6,391.0
16372,"Uh, say would you umm Would you mind checking again to see if any umm, private rooms may have  opened up?",Ross,neutral,0.0,1868,7,391.0
16373,This is a hospital.,Nurse,neutral,0.0,1868,8,391.0
16374,Y'know what?,Rachel,neutral,0.0,1868,9,391.0
16375,I'd have to say I really don't care for your tone.,Rachel,anger,0.0,1868,10,391.0
16376,And this is not the only hospital in this city and we have no problem toWhoa!,Rachel,anger,0.0,1868,11,391.0
16377,Oh gosh!,Rachel,surprise,0.0,1868,12,391.0
16378,What-what?,Ross,surprise,0.0,1868,13,391.0
16379,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,Rachel,surprise,0.0,1868,14,391.0
16380,Would you like to see a semi-private room?,Nurse,neutral,1.0,1868,15,391.0
16381,"Yeah, it couldn't hurt to look.",Rachel,neutral,0.0,1868,16,391.0
16382,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",Ross,neutral,0.0,1869,0,392.0
16383,That's funny. Who are they?,Kristin,joy,0.0,1869,1,392.0
16384,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",Ross,neutral,1.0,1869,2,392.0
16385,You mean they're lovers.,Kristin,surprise,0.0,1869,3,392.0
16386,"Oh God, Ross, I cannot do this.",Rachel,sadness,0.0,1870,0,393.0
16387,"Okay, quick and painful.",Ross,neutral,1.0,1870,1,393.0
16388,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,1.0,1870,2,393.0
16389,"Oh God, Ross, I cannot do this.",Rachel,sadness,0.0,1871,0,393.0
16390,"Okay, quick and painful.",Ross,neutral,0.0,1871,1,393.0
16391,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,1.0,1871,2,393.0
16392,"Oh, what? What-what?",Ross,surprise,0.0,1871,3,393.0
16393,"Oh God, Ross, I cannot do this.",Rachel,sadness,0.0,1872,0,393.0
16394,"Okay, quick and painful.",Ross,neutral,0.0,1872,1,393.0
16395,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,0.0,1872,2,393.0
16396,"Oh, what? What-what?",Ross,surprise,1.0,1872,3,393.0
16397,Y'know Marcel?,Rachel,neutral,0.0,1872,4,393.0
16398,"Oh God, Ross, I cannot do this.",Rachel,sadness,0.0,1873,0,393.0
16399,"Okay, quick and painful.",Ross,neutral,0.0,1873,1,393.0
16400,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,0.0,1873,2,393.0
16401,"Oh, what? What-what?",Ross,surprise,0.0,1873,3,393.0
16402,Y'know Marcel?,Rachel,neutral,1.0,1873,4,393.0
16403,...Yeah?,Ross,neutral,0.0,1873,5,393.0
16404,"Oh God, Ross, I cannot do this.",Rachel,sadness,0.0,1874,0,393.0
16405,"Okay, quick and painful.",Ross,neutral,0.0,1874,1,393.0
16406,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,0.0,1874,2,393.0
16407,"Oh, what? What-what?",Ross,surprise,0.0,1874,3,393.0
16408,Y'know Marcel?,Rachel,neutral,0.0,1874,4,393.0
16409,...Yeah?,Ross,neutral,1.0,1874,5,393.0
16410,"Well, I kind of... I kind of lost him.",Rachel,sadness,1.0,1874,6,393.0
16411,Hi Pheebs!,Rachel,joy,0.0,1875,0,394.0
16412,Hi!,Phoebe,joy,1.0,1875,1,394.0
16413,How are ya?,Rachel,neutral,1.0,1875,2,394.0
16414,Hi Pheebs!,Rachel,joy,0.0,1876,0,394.0
16415,Hi!,Phoebe,joy,0.0,1876,1,394.0
16416,How are ya?,Rachel,neutral,1.0,1876,2,394.0
16417,Good.,Phoebe,neutral,0.0,1876,3,394.0
16418,Hi Pheebs!,Rachel,joy,0.0,1877,0,394.0
16419,Hi!,Phoebe,joy,0.0,1877,1,394.0
16420,How are ya?,Rachel,neutral,0.0,1877,2,394.0
16421,Good.,Phoebe,neutral,0.0,1877,3,394.0
16422,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",Rachel,neutral,0.0,1877,4,394.0
16423,Yeah.,Phoebe,neutral,0.0,1877,5,394.0
16424,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,1.0,1877,6,394.0
16425,Yeah!,Phoebe,joy,0.0,1877,7,394.0
16426,Hi Pheebs!,Rachel,joy,0.0,1878,0,394.0
16427,Hi!,Phoebe,joy,0.0,1878,1,394.0
16428,How are ya?,Rachel,neutral,0.0,1878,2,394.0
16429,Good.,Phoebe,neutral,0.0,1878,3,394.0
16430,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",Rachel,neutral,0.0,1878,4,394.0
16431,Yeah.,Phoebe,neutral,0.0,1878,5,394.0
