Dialogue_Id,Speaker,Emotion,Emotion_name,Utterance,Annotate(0/1)
2538.0,dharam pal singh,2.0,anger,ohh chup kar rajinder!,0
,,,,,
2539.0,indu,3.0,disgust,ohoho yaani aap hi hai wo jaanwar ke doctor jo cheeze uthake bahar phenk dete hai,0
2539.0,gurpreet,2.0,anger,haan mei hun! kahan hai manisha?,0
2539.0,sahil,0.0,neutral,woh toh aapka taufa lekar dispensary gayi hai,0
2539.0,gurpreet,1.0,contempt,taufa? ya aapki peheni hui second hand shirt,0
2539.0,sahil,7.0,surprise,excuse me meri peheni hui shirt?,0
2539.0,gurpreet,2.0,anger,kyun? dukaan pe tumne aise apne seene se nahi lagayi thi ke jajti hai ke nahi jajti,0
2539.0,sahil,0.0,neutral,toh wo second hand ho gayi!,0
2539.0,gurpreet,0.0,neutral,ho gayi ! humare punjab mein aise hi hota hai!,0
2539.0,maya,0.0,neutral,par aap ye jagda humse kyu kar rahe hai?,0
2539.0,gurpreet,0.0,neutral,kyunki manisha meri clinic se bhaag gayi hai!,0
2539.0,rajinder,5.0,sadness,haayo rabha!!,0
2539.0,sahil,7.0,surprise,what! manisha bhaag gayi!,0
2539.0,gurpreet,2.0,anger,kahan hai manisha? kahan hai?,0
2539.0,sahil,0.0,neutral,dekhiye bhai saab manisha yahan nahi aayi hai!,0
2539.0,rajinder,5.0,sadness,haayo rabha! kitte gayi hui saadi manisha!,1.0
2539.0,dharam pal singh,2.0,anger,ohh chup kar rajinder!,0
2539.0,rajinder,5.0,sadness,haayo rabha!,1.0
2539.0,indu,0.0,neutral,dekhiye rajinder kumar ji,0
,,,,,
2540.0,rajinder,5.0,sadness,haayo rabha!,0
2540.0,indu,0.0,neutral,dekhiye rajinder kumar ji,1.0
2540.0,rajinder,2.0,anger,haayo rabha!,0
,,,,,
2541.0,rajinder,2.0,anger,haayo rabha!,0
2541.0,indu,0.0,neutral,i mean dekhiye aapki manisha ko kissi ne uksaya hoga isliye naaraz ho kar chali gayi hai kahin!,1.0
2541.0,rajinder,5.0,sadness,haayo rabha!,0
,,,,,
2542.0,maya,0.0,neutral,par aap ye jagda humse kyu kar rahe hai?,0
2542.0,gurpreet,0.0,neutral,kyunki manisha meri clinic se bhaag gayi hai!,0
2542.0,rajinder,5.0,sadness,haayo rabha!!,0
2542.0,sahil,7.0,surprise,what! manisha bhaag gayi!,0
2542.0,gurpreet,2.0,anger,kahan hai manisha? kahan hai?,0
2542.0,sahil,0.0,neutral,dekhiye bhai saab manisha yahan nahi aayi hai!,0
2542.0,rajinder,5.0,sadness,haayo rabha! kitte gayi hui saadi manisha!,0
2542.0,dharam pal singh,2.0,anger,ohh chup kar rajinder!,0
2542.0,rajinder,5.0,sadness,haayo rabha!,1.0
2542.0,indu,0.0,neutral,dekhiye rajinder kumar ji,0
2542.0,rajinder,2.0,anger,haayo rabha!,1.0
2542.0,indu,0.0,neutral,i mean dekhiye aapki manisha ko kissi ne uksaya hoga isliye naaraz ho kar chali gayi hai kahin!,0
2542.0,rajinder,5.0,sadness,haayo rabha!,1.0
2542.0,maya,3.0,disgust,oh my god inka volume toh badta hi jaa raha hai!,0
,,,,,
2543.0,sahil,0.0,neutral,dekhiye bhai saab manisha yahan nahi aayi hai!,0
2543.0,rajinder,5.0,sadness,haayo rabha! kitte gayi hui saadi manisha!,0
2543.0,dharam pal singh,2.0,anger,ohh chup kar rajinder!,0
2543.0,rajinder,5.0,sadness,haayo rabha!,0
2543.0,indu,0.0,neutral,dekhiye rajinder kumar ji,0
2543.0,rajinder,2.0,anger,haayo rabha!,0
2543.0,indu,0.0,neutral,i mean dekhiye aapki manisha ko kissi ne uksaya hoga isliye naaraz ho kar chali gayi hai kahin!,0
2543.0,rajinder,5.0,sadness,haayo rabha!,0
2543.0,maya,3.0,disgust,oh my god inka volume toh badta hi jaa raha hai!,0
2543.0,rosesh,1.0,contempt,aur song bhi change nahi ho raha hai! haayo rabha haayo rabha!,0
2543.0,dharam pal singh,2.0,anger,khamosh! oh saanp sung gaya bolte kyun nahi kahan hai meri bachi?,0
2543.0,monisha,0.0,neutral,bau ji mei ithe aa,1.0
2543.0,sahil,2.0,anger,manisha!,0
,,,,,
2544.0,sahil,2.0,anger,manisha!,0
2544.0,gurpreet,0.0,neutral,dekha na ithe aayi!,0
2544.0,sahil,6.0,fear,manisha kahan thi aap? aapko lekar ke aapke ghar waale bade pareshaan the,0
,,,,,
2545.0,indu,0.0,neutral,i mean dekhiye aapki manisha ko kissi ne uksaya hoga isliye naaraz ho kar chali gayi hai kahin!,0
2545.0,rajinder,5.0,sadness,haayo rabha!,0
2545.0,maya,3.0,disgust,oh my god inka volume toh badta hi jaa raha hai!,0
2545.0,rosesh,1.0,contempt,aur song bhi change nahi ho raha hai! haayo rabha haayo rabha!,0
2545.0,dharam pal singh,2.0,anger,khamosh! oh saanp sung gaya bolte kyun nahi kahan hai meri bachi?,0
2545.0,monisha,0.0,neutral,bau ji mei ithe aa,0
2545.0,sahil,2.0,anger,manisha!,0
2545.0,gurpreet,0.0,neutral,dekha na ithe aayi!,1.0
2545.0,sahil,6.0,fear,manisha kahan thi aap? aapko lekar ke aapke ghar waale bade pareshaan the,1.0
2545.0,indu,2.0,anger,pata haina ye jaanwaro ka doctor hippopotamus ki delivery aadhi chodke yahan aaya hai,0
,,,,,
2546.0,dharam pal singh,2.0,anger,khamosh! oh saanp sung gaya bolte kyun nahi kahan hai meri bachi?,0
2546.0,monisha,0.0,neutral,bau ji mei ithe aa,1.0
2546.0,sahil,2.0,anger,manisha!,0
2546.0,gurpreet,0.0,neutral,dekha na ithe aayi!,0
2546.0,sahil,6.0,fear,manisha kahan thi aap? aapko lekar ke aapke ghar waale bade pareshaan the,1.0
2546.0,indu,2.0,anger,pata haina ye jaanwaro ka doctor hippopotamus ki delivery aadhi chodke yahan aaya hai,1.0
2546.0,dharam pal singh,0.0,neutral,kahan thi tu?,0
,,,,,
2547.0,maya,3.0,disgust,oh my god inka volume toh badta hi jaa raha hai!,0
2547.0,rosesh,1.0,contempt,aur song bhi change nahi ho raha hai! haayo rabha haayo rabha!,0
2547.0,dharam pal singh,2.0,anger,khamosh! oh saanp sung gaya bolte kyun nahi kahan hai meri bachi?,0
2547.0,monisha,0.0,neutral,bau ji mei ithe aa,0
2547.0,sahil,2.0,anger,manisha!,0
2547.0,gurpreet,0.0,neutral,dekha na ithe aayi!,0
2547.0,sahil,6.0,fear,manisha kahan thi aap? aapko lekar ke aapke ghar waale bade pareshaan the,0
2547.0,indu,2.0,anger,pata haina ye jaanwaro ka doctor hippopotamus ki delivery aadhi chodke yahan aaya hai,0
2547.0,dharam pal singh,0.0,neutral,kahan thi tu?,0
2547.0,rajinder,5.0,sadness,haayo rabha!,1.0
2547.0,maya,1.0,contempt,arey ab toh wo aa gayi na behen ji ab toh rona band kijiye!,0
,,,,,
2548.0,dharam pal singh,0.0,neutral,kahan thi tu?,0
2548.0,rajinder,5.0,sadness,haayo rabha!,1.0
2548.0,maya,1.0,contempt,arey ab toh wo aa gayi na behen ji ab toh rona band kijiye!,1.0
2548.0,rosesh,1.0,contempt,ya word change kijiye na haayo rabha is hammering!,1.0
2548.0,dharam pal singh,2.0,anger,ohh billi jabaan le gayi teri bolti kyun nahi!,0
,,,,,
2549.0,monisha,0.0,neutral,bau ji mei ithe aa,0
2549.0,sahil,2.0,anger,manisha!,0
2549.0,gurpreet,0.0,neutral,dekha na ithe aayi!,0
2549.0,sahil,6.0,fear,manisha kahan thi aap? aapko lekar ke aapke ghar waale bade pareshaan the,0
2549.0,indu,2.0,anger,pata haina ye jaanwaro ka doctor hippopotamus ki delivery aadhi chodke yahan aaya hai,0
2549.0,dharam pal singh,0.0,neutral,kahan thi tu?,0
2549.0,rajinder,5.0,sadness,haayo rabha!,0
2549.0,maya,1.0,contempt,arey ab toh wo aa gayi na behen ji ab toh rona band kijiye!,0
2549.0,rosesh,1.0,contempt,ya word change kijiye na haayo rabha is hammering!,0
2549.0,dharam pal singh,2.0,anger,ohh billi jabaan le gayi teri bolti kyun nahi!,1.0
2549.0,monisha,3.0,disgust,kyunki mei agar bolungi toh tussi pasand nahi karoge . ye gurpreet haina ye gurpreet ghochun hai,0
,,,,,
2550.0,maya,1.0,contempt,arey ab toh wo aa gayi na behen ji ab toh rona band kijiye!,0
2550.0,rosesh,1.0,contempt,ya word change kijiye na haayo rabha is hammering!,0
2550.0,dharam pal singh,2.0,anger,ohh billi jabaan le gayi teri bolti kyun nahi!,0
2550.0,monisha,3.0,disgust,kyunki mei agar bolungi toh tussi pasand nahi karoge . ye gurpreet haina ye gurpreet ghochun hai,1.0
2550.0,maya,0.0,neutral,ghochun what does that mean?,0
,,,,,
2551.0,sahil,6.0,fear,manisha kahan thi aap? aapko lekar ke aapke ghar waale bade pareshaan the,0
2551.0,indu,2.0,anger,pata haina ye jaanwaro ka doctor hippopotamus ki delivery aadhi chodke yahan aaya hai,0
2551.0,dharam pal singh,0.0,neutral,kahan thi tu?,0
2551.0,rajinder,5.0,sadness,haayo rabha!,0
2551.0,maya,1.0,contempt,arey ab toh wo aa gayi na behen ji ab toh rona band kijiye!,0
2551.0,rosesh,1.0,contempt,ya word change kijiye na haayo rabha is hammering!,0
2551.0,dharam pal singh,2.0,anger,ohh billi jabaan le gayi teri bolti kyun nahi!,0
2551.0,monisha,3.0,disgust,kyunki mei agar bolungi toh tussi pasand nahi karoge . ye gurpreet haina ye gurpreet ghochun hai,0
2551.0,maya,0.0,neutral,ghochun what does that mean?,1.0
2551.0,gurpreet,0.0,neutral,maata ji ghochun ka matlab gaali hoti hai jaise ki,1.0
2551.0,sahil,0.0,neutral,excuse me haha mr aap ghochun ka matlab rehne dijiye aapki mangetar ko,0
,,,,,
2552.0,monisha,3.0,disgust,kyunki mei agar bolungi toh tussi pasand nahi karoge . ye gurpreet haina ye gurpreet ghochun hai,0
2552.0,maya,0.0,neutral,ghochun what does that mean?,0
2552.0,gurpreet,0.0,neutral,maata ji ghochun ka matlab gaali hoti hai jaise ki,1.0
2552.0,sahil,0.0,neutral,excuse me haha mr aap ghochun ka matlab rehne dijiye aapki mangetar ko,1.0
2552.0,monisha,2.0,anger,aah!! doctor sahil ye kissi ka mangetar shangetar banne layak hai hi nahi pehle toh isne mera blender phenk diya mei kuch nahi boli fir isne kameez phenk di aur kaha utha kameez kamini,1.0
,,,,,
2553.0,dharam pal singh,2.0,anger,kya! oye tune meri bachi ko kamini kaha!,0
2553.0,monisha,2.0,anger,bau ji mujhe ye kan khajura bilkul pasand nahi hai!,1.0
2553.0,dharam pal singh,0.0,neutral,haan haan toh tujhe kaun pasand hai wo bata na!,0
,,,,,
2554.0,maya,0.0,neutral,ghochun what does that mean?,0
2554.0,gurpreet,0.0,neutral,maata ji ghochun ka matlab gaali hoti hai jaise ki,0
2554.0,sahil,0.0,neutral,excuse me haha mr aap ghochun ka matlab rehne dijiye aapki mangetar ko,0
2554.0,monisha,2.0,anger,aah!! doctor sahil ye kissi ka mangetar shangetar banne layak hai hi nahi pehle toh isne mera blender phenk diya mei kuch nahi boli fir isne kameez phenk di aur kaha utha kameez kamini,0
2554.0,dharam pal singh,2.0,anger,kya! oye tune meri bachi ko kamini kaha!,0
2554.0,monisha,2.0,anger,bau ji mujhe ye kan khajura bilkul pasand nahi hai!,0
2554.0,dharam pal singh,0.0,neutral,haan haan toh tujhe kaun pasand hai wo bata na!,0
2554.0,maya,1.0,contempt,indravadan that's none of our business!,0
,,,,,
2555.0,maya,0.0,neutral,right!,0
2555.0,dharam pal singh,0.0,neutral,tu muje bata tujhe kaun chaiye iske badle!,1.0
2555.0,maya,1.0,contempt,excuse me ye koi blender ya shirt toh hai nahi ke pasand nahi aya toh exchange kar liya inn dono ki sagai ho chuki hai and..,0
,,,,,
2556.0,gurpreet,0.0,neutral,maata ji ghochun ka matlab gaali hoti hai jaise ki,0
2556.0,sahil,0.0,neutral,excuse me haha mr aap ghochun ka matlab rehne dijiye aapki mangetar ko,0
2556.0,monisha,2.0,anger,aah!! doctor sahil ye kissi ka mangetar shangetar banne layak hai hi nahi pehle toh isne mera blender phenk diya mei kuch nahi boli fir isne kameez phenk di aur kaha utha kameez kamini,0
2556.0,dharam pal singh,2.0,anger,kya! oye tune meri bachi ko kamini kaha!,0
2556.0,monisha,2.0,anger,bau ji mujhe ye kan khajura bilkul pasand nahi hai!,0
2556.0,dharam pal singh,0.0,neutral,haan haan toh tujhe kaun pasand hai wo bata na!,0
2556.0,maya,1.0,contempt,indravadan that's none of our business!,0
2556.0,dharam pal singh,0.0,neutral,aaho mei baap hun iska,0
2556.0,maya,0.0,neutral,right!,0
2556.0,dharam pal singh,0.0,neutral,tu muje bata tujhe kaun chaiye iske badle!,1.0
2556.0,maya,1.0,contempt,excuse me ye koi blender ya shirt toh hai nahi ke pasand nahi aya toh exchange kar liya inn dono ki sagai ho chuki hai and..,0
2556.0,dharam pal singh,0.0,neutral,oh par biyaah toh nahi hua na . putar tu muje bata tere mann mein kya hai,1.0
2556.0,gurpreet,2.0,anger,ohh papa ji iske mann mein doctor sahil hai sahil hai sahil hai !,0
,,,,,
2557.0,indu,2.0,anger,pata haina ye jaanwaro ka doctor hippopotamus ki delivery aadhi chodke yahan aaya hai,0
2557.0,dharam pal singh,0.0,neutral,kahan thi tu?,0
2557.0,rajinder,5.0,sadness,haayo rabha!,0
2557.0,maya,1.0,contempt,arey ab toh wo aa gayi na behen ji ab toh rona band kijiye!,0
2557.0,rosesh,1.0,contempt,ya word change kijiye na haayo rabha is hammering!,0
2557.0,dharam pal singh,2.0,anger,ohh billi jabaan le gayi teri bolti kyun nahi!,0
2557.0,monisha,3.0,disgust,kyunki mei agar bolungi toh tussi pasand nahi karoge . ye gurpreet haina ye gurpreet ghochun hai,0
2557.0,maya,0.0,neutral,ghochun what does that mean?,0
2557.0,gurpreet,0.0,neutral,maata ji ghochun ka matlab gaali hoti hai jaise ki,0
2557.0,sahil,0.0,neutral,excuse me haha mr aap ghochun ka matlab rehne dijiye aapki mangetar ko,0
2557.0,monisha,2.0,anger,aah!! doctor sahil ye kissi ka mangetar shangetar banne layak hai hi nahi pehle toh isne mera blender phenk diya mei kuch nahi boli fir isne kameez phenk di aur kaha utha kameez kamini,0
2557.0,dharam pal singh,2.0,anger,kya! oye tune meri bachi ko kamini kaha!,0
2557.0,monisha,2.0,anger,bau ji mujhe ye kan khajura bilkul pasand nahi hai!,0
2557.0,dharam pal singh,0.0,neutral,haan haan toh tujhe kaun pasand hai wo bata na!,0
2557.0,maya,1.0,contempt,indravadan that's none of our business!,0
2557.0,dharam pal singh,0.0,neutral,aaho mei baap hun iska,0
2557.0,maya,0.0,neutral,right!,0
2557.0,dharam pal singh,0.0,neutral,tu muje bata tujhe kaun chaiye iske badle!,0
2557.0,maya,1.0,contempt,excuse me ye koi blender ya shirt toh hai nahi ke pasand nahi aya toh exchange kar liya inn dono ki sagai ho chuki hai and..,0
2557.0,dharam pal singh,0.0,neutral,oh par biyaah toh nahi hua na . putar tu muje bata tere mann mein kya hai,0
2557.0,gurpreet,2.0,anger,ohh papa ji iske mann mein doctor sahil hai sahil hai sahil hai !,0
2557.0,monisha,2.0,anger,haan hai aur hai badi izzat se aur tujhse toh lakh gunna ache hai doctor sahil kya karega? kya karega langoor?,0
2557.0,gurpreet,2.0,anger,kya karunga? sagai tod dunga! arey jaanwaro ka doctor hun lekin sagai insaan se hi karunga oh tum jaisi naagin se nahi karunga haan!,1.0
2557.0,monisha,2.0,anger,oye! ruk tujhe toh mei,1.0
2557.0,indu,1.0,contempt,sunna aapne aapki beti ko naagin bhi kaha usne!,0
,,,,,
2558.0,dharam pal singh,0.0,neutral,oh par biyaah toh nahi hua na . putar tu muje bata tere mann mein kya hai,0
2558.0,gurpreet,2.0,anger,ohh papa ji iske mann mein doctor sahil hai sahil hai sahil hai !,0
2558.0,monisha,2.0,anger,haan hai aur hai badi izzat se aur tujhse toh lakh gunna ache hai doctor sahil kya karega? kya karega langoor?,1.0
2558.0,gurpreet,2.0,anger,kya karunga? sagai tod dunga! arey jaanwaro ka doctor hun lekin sagai insaan se hi karunga oh tum jaisi naagin se nahi karunga haan!,0
2558.0,monisha,2.0,anger,oye! ruk tujhe toh mei,0
2558.0,indu,1.0,contempt,sunna aapne aapki beti ko naagin bhi kaha usne!,0
2558.0,dharam pal singh,7.0,surprise,ek minute ek minute doctor sahil ye meri beti kya keh gayi?,0
,,,,,
2559.0,indu,1.0,contempt,sunna aapne aapki beti ko naagin bhi kaha usne!,0
2559.0,dharam pal singh,7.0,surprise,ek minute ek minute doctor sahil ye meri beti kya keh gayi?,1.0
2559.0,indu,0.0,neutral,arey sahil ab toh bata de,0
,,,,,
2560.0,maya,1.0,contempt,excuse me ye koi blender ya shirt toh hai nahi ke pasand nahi aya toh exchange kar liya inn dono ki sagai ho chuki hai and..,0
2560.0,dharam pal singh,0.0,neutral,oh par biyaah toh nahi hua na . putar tu muje bata tere mann mein kya hai,0
2560.0,gurpreet,2.0,anger,ohh papa ji iske mann mein doctor sahil hai sahil hai sahil hai !,0
2560.0,monisha,2.0,anger,haan hai aur hai badi izzat se aur tujhse toh lakh gunna ache hai doctor sahil kya karega? kya karega langoor?,0
2560.0,gurpreet,2.0,anger,kya karunga? sagai tod dunga! arey jaanwaro ka doctor hun lekin sagai insaan se hi karunga oh tum jaisi naagin se nahi karunga haan!,0
2560.0,monisha,2.0,anger,oye! ruk tujhe toh mei,0
2560.0,indu,1.0,contempt,sunna aapne aapki beti ko naagin bhi kaha usne!,0
2560.0,dharam pal singh,7.0,surprise,ek minute ek minute doctor sahil ye meri beti kya keh gayi?,1.0
2560.0,indu,0.0,neutral,arey sahil ab toh bata de,1.0
2560.0,maya,0.0,neutral,sahil all this is just too melodramatic beta,0
,,,,,
2561.0,dharam pal singh,7.0,surprise,ek minute ek minute doctor sahil ye meri beti kya keh gayi?,0
2561.0,indu,0.0,neutral,arey sahil ab toh bata de,1.0
2561.0,maya,0.0,neutral,sahil all this is just too melodramatic beta,1.0
2561.0,sahil,0.0,neutral,but it's true mom kya mei aapki beti ke saath shaadi kar sakta hun?,1.0
2561.0,dharam pal singh,4.0,joy,muh meetha karao meri bacchi ka,0
,,,,,
2562.0,indu,0.0,neutral,arey sahil ab toh bata de,0
2562.0,maya,0.0,neutral,sahil all this is just too melodramatic beta,0
2562.0,sahil,0.0,neutral,but it's true mom kya mei aapki beti ke saath shaadi kar sakta hun?,0
2562.0,dharam pal singh,4.0,joy,muh meetha karao meri bacchi ka,1.0
2562.0,indu,4.0,joy,arey waah ye hui na baat yay aao saman ji gale mile,0
,,,,,
2563.0,rosesh,1.0,contempt,ya word change kijiye na haayo rabha is hammering!,0
2563.0,dharam pal singh,2.0,anger,ohh billi jabaan le gayi teri bolti kyun nahi!,0
2563.0,monisha,3.0,disgust,kyunki mei agar bolungi toh tussi pasand nahi karoge . ye gurpreet haina ye gurpreet ghochun hai,0
2563.0,maya,0.0,neutral,ghochun what does that mean?,0
2563.0,gurpreet,0.0,neutral,maata ji ghochun ka matlab gaali hoti hai jaise ki,0
2563.0,sahil,0.0,neutral,excuse me haha mr aap ghochun ka matlab rehne dijiye aapki mangetar ko,0
2563.0,monisha,2.0,anger,aah!! doctor sahil ye kissi ka mangetar shangetar banne layak hai hi nahi pehle toh isne mera blender phenk diya mei kuch nahi boli fir isne kameez phenk di aur kaha utha kameez kamini,0
2563.0,dharam pal singh,2.0,anger,kya! oye tune meri bachi ko kamini kaha!,0
2563.0,monisha,2.0,anger,bau ji mujhe ye kan khajura bilkul pasand nahi hai!,0
2563.0,dharam pal singh,0.0,neutral,haan haan toh tujhe kaun pasand hai wo bata na!,0
2563.0,maya,1.0,contempt,indravadan that's none of our business!,0
2563.0,dharam pal singh,0.0,neutral,aaho mei baap hun iska,0
2563.0,maya,0.0,neutral,right!,0
2563.0,dharam pal singh,0.0,neutral,tu muje bata tujhe kaun chaiye iske badle!,0
2563.0,maya,1.0,contempt,excuse me ye koi blender ya shirt toh hai nahi ke pasand nahi aya toh exchange kar liya inn dono ki sagai ho chuki hai and..,0
2563.0,dharam pal singh,0.0,neutral,oh par biyaah toh nahi hua na . putar tu muje bata tere mann mein kya hai,0
2563.0,gurpreet,2.0,anger,ohh papa ji iske mann mein doctor sahil hai sahil hai sahil hai !,0
2563.0,monisha,2.0,anger,haan hai aur hai badi izzat se aur tujhse toh lakh gunna ache hai doctor sahil kya karega? kya karega langoor?,0
2563.0,gurpreet,2.0,anger,kya karunga? sagai tod dunga! arey jaanwaro ka doctor hun lekin sagai insaan se hi karunga oh tum jaisi naagin se nahi karunga haan!,0
2563.0,monisha,2.0,anger,oye! ruk tujhe toh mei,0
2563.0,indu,1.0,contempt,sunna aapne aapki beti ko naagin bhi kaha usne!,0
2563.0,dharam pal singh,7.0,surprise,ek minute ek minute doctor sahil ye meri beti kya keh gayi?,0
2563.0,indu,0.0,neutral,arey sahil ab toh bata de,0
2563.0,maya,0.0,neutral,sahil all this is just too melodramatic beta,0
2563.0,sahil,0.0,neutral,but it's true mom kya mei aapki beti ke saath shaadi kar sakta hun?,0
2563.0,dharam pal singh,4.0,joy,muh meetha karao meri bacchi ka,1.0
2563.0,indu,4.0,joy,arey waah ye hui na baat yay aao saman ji gale mile,0
2563.0,dharam pal singh,4.0,joy,aap bhi mazaq karte hai,1.0
2563.0,indu,4.0,joy,haha,0
2563.0,rosesh,4.0,joy,uncle whoopie,0
,,,,,
2564.0,dharam pal singh,4.0,joy,aap bhi mazaq karte hai,0
2564.0,indu,4.0,joy,haha,0
2564.0,rosesh,4.0,joy,uncle whoopie,1.0
2564.0,dharam pal singh,0.0,neutral,haan dharam paal.. jeeta reh,0
,,,,,
2565.0,monisha,2.0,anger,oye! ruk tujhe toh mei,0
2565.0,indu,1.0,contempt,sunna aapne aapki beti ko naagin bhi kaha usne!,0
2565.0,dharam pal singh,7.0,surprise,ek minute ek minute doctor sahil ye meri beti kya keh gayi?,0
2565.0,indu,0.0,neutral,arey sahil ab toh bata de,0
2565.0,maya,0.0,neutral,sahil all this is just too melodramatic beta,0
2565.0,sahil,0.0,neutral,but it's true mom kya mei aapki beti ke saath shaadi kar sakta hun?,0
2565.0,dharam pal singh,4.0,joy,muh meetha karao meri bacchi ka,0
2565.0,indu,4.0,joy,arey waah ye hui na baat yay aao saman ji gale mile,0
2565.0,dharam pal singh,4.0,joy,aap bhi mazaq karte hai,0
2565.0,indu,4.0,joy,haha,0
2565.0,rosesh,4.0,joy,uncle whoopie,0
2565.0,dharam pal singh,0.0,neutral,haan dharam paal.. jeeta reh,0
2565.0,monisha,0.0,neutral,peri pauna uncle ji,0
,,,,,
2566.0,indu,4.0,joy,haha,0
2566.0,rosesh,4.0,joy,uncle whoopie,0
2566.0,dharam pal singh,0.0,neutral,haan dharam paal.. jeeta reh,0
2566.0,monisha,0.0,neutral,peri pauna uncle ji,1.0
2566.0,indu,0.0,neutral,jeeti raho beti,0
,,,,,
2567.0,monisha,0.0,neutral,peri pauna aunty ji,0
2567.0,maya,0.0,neutral,god bless you monisha,1.0
2567.0,monisha,7.0,surprise,haan?,0
,,,,,
2568.0,monisha,7.0,surprise,haan?,0
2568.0,indu,0.0,neutral,monisha nahi uska naam manisha hai,1.0
2568.0,monisha,0.0,neutral,haan,0
,,,,,
2569.0,maya,0.0,neutral,god bless you monisha,0
2569.0,monisha,7.0,surprise,haan?,0
2569.0,indu,0.0,neutral,monisha nahi uska naam manisha hai,0
2569.0,monisha,0.0,neutral,haan,1.0
2569.0,maya,1.0,contempt,manisha is too middle class monisha and that's final!,0
,,,,,
2570.0,maya,0.0,neutral,toh iss tarah hui sahil aur monsiha ki shaadi,0
2570.0,dushyant,0.0,neutral,ok!,1.0
2570.0,maya,1.0,contempt,agar marriages are made in heaven toh mei zarur heaven jaa karke usse milna chahungi jo ye jodiya banata hai i mean sahil and monisha . soniya aur tum,0
,,,,,
2571.0,monisha,7.0,surprise,arey mummy ji,0
2571.0,dushyant,0.0,neutral,hi,1.0
2571.0,monisha,4.0,joy,hello jija ji,0
,,,,,
2572.0,maya,1.0,contempt,agar marriages are made in heaven toh mei zarur heaven jaa karke usse milna chahungi jo ye jodiya banata hai i mean sahil and monisha . soniya aur tum,0
2572.0,dushyant,0.0,neutral,haan haan wo soniya you are right mom pyaar andha hota hai,0
2572.0,monisha,7.0,surprise,arey mummy ji,1.0
2572.0,dushyant,0.0,neutral,hi,0
2572.0,monisha,4.0,joy,hello jija ji,1.0
2572.0,maya,3.0,disgust,arey monisha oh my god ye kya hai?,0
,,,,,
2573.0,maya,3.0,disgust,arey monisha oh my god ye kya hai?,0
2573.0,monisha,4.0,joy,paalak wo sabzi waala na bohot sasti de raha tha ek rupay ka ek bundle isliye meine saari paalak khareed li hua na fayda,1.0
2573.0,maya,7.0,surprise,fayda monisha baapre ye paalak toh kharab ho jayegi kal tak kaun khayega itni saari paalak,0
,,,,,
2574.0,maya,7.0,surprise,fayda monisha baapre ye paalak toh kharab ho jayegi kal tak kaun khayega itni saari paalak,0
2574.0,monisha,4.0,joy,arey mummy ji mei puri building bech aaungi 5 rupay ka ek bundle hua ki nahi fayda jija ji,1.0
2574.0,maya,0.0,neutral,now you see dushyant,0
,,,,,
2575.0,monisha,4.0,joy,arey mummy ji mei puri building bech aaungi 5 rupay ka ek bundle hua ki nahi fayda jija ji,0
2575.0,maya,0.0,neutral,now you see dushyant,1.0
2575.0,dushyant,0.0,neutral,hmmm,1.0
2575.0,monisha,0.0,neutral,kya?,0
,,,,,
2576.0,maya,0.0,neutral,and dumb,0
2576.0,monisha,0.0,neutral,huh,1.0
2576.0,maya,3.0,disgust,and ridiculous and urgh and !,0
,,,,,
2577.0,sahil,4.0,joy,mom muh kholiye muh kholiye,0
2577.0,maya,1.0,contempt,oh my god bohot bada piece hai beta aur mera muh monisha ke muh ki tarah toh bada hai nahi,0
2577.0,monisha,5.0,sadness,mera muh kya bada hai sahil?,1.0
2577.0,maya,1.0,contempt,haan you know jab tum kabhi kabhi ubaasi leti ho na bagair muh dhake toh bilkul ajanta ellora caves ki yaad aa jaati hai haina sahil?,1.0
2577.0,sahil,0.0,neutral,meine ajanta ellora caves nahi dekhi,0
,,,,,
2578.0,maya,1.0,contempt,haan you know jab tum kabhi kabhi ubaasi leti ho na bagair muh dhake toh bilkul ajanta ellora caves ki yaad aa jaati hai haina sahil?,0
2578.0,sahil,0.0,neutral,meine ajanta ellora caves nahi dekhi,1.0
2578.0,maya,0.0,neutral,ohh elephanta caves toh dekhi haina,0
,,,,,
2579.0,maya,0.0,neutral,ohh elephanta caves toh dekhi haina,0
2579.0,sahil,0.0,neutral,haan,1.0
2579.0,maya,1.0,contempt,haan bas monisha ke muh se thodi si hi choti hai wo don't mind beta mei toh sirf mazaq kar rahi hun,0
,,,,,
2580.0,sahil,0.0,neutral,haan,0
2580.0,maya,1.0,contempt,haan bas monisha ke muh se thodi si hi choti hai wo don't mind beta mei toh sirf mazaq kar rahi hun,1.0
2580.0,sahil,4.0,joy,aur mei toh mazaq bhi nahi kar raha hun come on aa karo,0
,,,,,
2581.0,monisha,5.0,sadness,mera muh kya bada hai sahil?,0
2581.0,maya,1.0,contempt,haan you know jab tum kabhi kabhi ubaasi leti ho na bagair muh dhake toh bilkul ajanta ellora caves ki yaad aa jaati hai haina sahil?,0
2581.0,sahil,0.0,neutral,meine ajanta ellora caves nahi dekhi,0
2581.0,maya,0.0,neutral,ohh elephanta caves toh dekhi haina,0
2581.0,sahil,0.0,neutral,haan,0
2581.0,maya,1.0,contempt,haan bas monisha ke muh se thodi si hi choti hai wo don't mind beta mei toh sirf mazaq kar rahi hun,1.0
