Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
4393,excuse me? mere ghar ko flat kehkar ise neecha mat dikhaiye please..iss flat ki tasveerein kai baar magazines me bhi chhapi hain,maya,anger,174,25
4394,right do baar kalakaar times me bhi chhapi thi,rosesh,neutral,174,26
4395,right,maya,neutral,174,27
4396,"oo..you mean hindi regional akhabar me, hai na?",simple,contempt,174,28
4397,"ek minute, ek minute hindi humari rashtrabhasha hai aur iss akhabar ko bohot important log bhi padhte hain",maya,anger,174,29
4398,haan..meri poetry reading par article bhi chhapa hai dekhiye,rosesh,neutral,174,30
4399,dikhane ki koi jarurat nahi hai..tum inhe yahan kyun le aai ho monisha,maya,anger,174,31
4400,"mom, for god's sake take a chill pill..purani baaton ko yaad kar ke dushmani jaari rakhna is so middle class..right simple?",monisha,contempt,174,32
4401,bilkul bilkul..jaise wo hindi filmon me dikhate hain ki do premiyon ke parivaron ke beech purani dushman..majestically mediocre,simple,contempt,174,33
4402,"hahaha...anyways mom, simple ne apne mansion par ek party rakhi hai",monisha,joy,174,34
4403,it's petroshkov's birthday,simple,joy,174,35
4404,unka russian kutta momma,rosesh,joy,174,36
4405,tum uske sare kutton ke naam jante ho?,maya,anger,174,37
4406,"but naturally, rosesh hi nehlane le jata tha unn sabko..one by one",simple,neutral,174,38
4407,to mai keh rahi thi ki simple ne apne mansion par party rakhi hai isliye mai chahti hun ki aap simple ke sath patchup karein aur uski party me aayein. please,monisha,neutral,174,39
4408,"maya, party me jarur aana",simple,joy,174,40
4409,well...,maya,neutral,174,41
4410,"aur please, wahan kuchh classy pehen kar aana..han...tumhari ye jo calcutta cotton ki saree hai wo bohot hi hindi news reporter type lagti hai..jaise tum kabhi bhi bol padogi ki aaj mausam ka haal pesh karne se pehle lete hain ek chhota sa break..",simple,contempt,174,42
4411,ek minute..monisha...out...get out,maya,anger,174,43
4412,"a...mom relax..dheere shh...kahiye, just leave the premises at once..get out sounds so upper middle class..just a second, simple?",monisha,neutral,174,44
4413,yeah?,simple,neutral,174,45
4414,i'm so sorry lekin mom tumhari presence se upset ho rahi hain,monisha,neutral,174,46
4415,"haan mujhe bhi kuchh aisa hi lagta hai...relax maya, art of living ka deep breathing karte hain",simple,neutral,174,47
4416,excuse me mujhe koi deep sheep breathing ki jarurat nahi hai...out..,maya,anger,174,48
4417,"relax maya, jab tum upset ho jati ho to tumhara chehra bilkul wo second class ladies compartment ki behenji ki tarah ho jata hai..dhakka kyun mara....uss type..anyway, see you around monizay..bye rosesh",simple,neutral,174,49
4418,ciao,monisha,neutral,174,50
4419,ciao,simple,neutral,174,51
4420,tum iss aurat ki beti ke sath shaadi kar ke ghar jamai banne wale the?,maya,anger,174,52
4421,calm down mom..and this is not done..aap simple ki party pe nahi jana chahti theek hai lekin aaj shaam ko aap ko mere ghar aana hoga for cocktails and dinner,monisha,joy,174,53
4422,ye simple hogi wahan?,maya,anger,174,54
4423,"nahi nahi.. bss hum ghar ke log..sahil ne apne clinic par pehli baar liposuction kiya tha? aaj usi ki anniversary ki party hai..nine o' clock sharp, i'm gonna see you there",monisha,neutral,174,55
4424,toh ho gaye na kul mila ke 7.5 kilo! ,monisha,neutral,175,0
4425,nahi memsaab ismein toh lakda hai ye nahi chalegi!,sunita,neutral,175,1
4426,toh kya hua?,monisha,neutral,175,2
4427,mein sirf steel aur loha leti hai!,sunita,neutral,175,3
4428,hello monisha apni saheli ke saath busy ho as usua arey! ye kya kar rhi ho tum,maya,surprise,175,4
4429,kuch nahi mummyji mein sahil aur meri purani trophies bech rahi hun. kisi kaam ki nahi hai. aur ye ye badi waali toh leak hoti hai,monisha,sadness,175,5
4430,tumnei ismein paani bhara tha?,maya,neutral,175,6
4431,chai! uss din wo thermos tut gaya tha na toh meine socha ismein chai daalke try kar leti hun ,monisha,joy,175,7
4432,hehehe,sunita,joy,175,8
4433,tu daant kyu nikaal rahi hai? chal trophy le aur muje ye tiffin dede ,monisha,neutral,175,9
4434,wow! trophies ki jagah tiffin sajega ghar mein ,maya,contempt,175,10
4435,nahi sajega! 2-3 trophies aur de toh hi sachega,sunita,neutral,175,11
4436,bas ho gaya sunita chal uth nikal! mein tujhe trophies dungi hi nahi! mein nirmala ko bula kar usko trophies de dungi samjhi tu! jaldi kar! chal chal nikal! har baar aisa hi karti hai. kamini kanjoos. kahiye mummyji aap kya keh rahi thi?,monisha,neutral,175,12
4437,haan i remember! mera pain balm kahan hai monisha?,maya,neutral,175,13
4438,mon! hi baby! look at this certificate of achievement,sahil,joy,175,14
4439,ye certificate kis baat ka hai?,maya,neutral,175,15
4440,mom meri..,sahil,joy,175,16
4441,eh eh just a minute. hello! haan rosesh mein laa rahi hun! abhi pain balm leke aa rahi hun baby just 2 minutes aayi aayi abhi. tum mere ghar mein chalo na wahan beth kar baatein karenge and monisha where is my pain balm?,maya,anger,175,17
4442,wo bottle toh tut gayi mummyji ,monisha,fear,175,18
4443,tut gayi? itni mazboot shishi thi! tumnei kaise giraya ke?,maya,contempt,175,19
4444,girayi nahi mummyji wo table pe aise aise patki! chota cockroach tha na usse maarne ke liye sorry!,monisha,fear,175,20
4445,sorry toh mujhe kehna chaiye ,maya,contempt,175,21
4446,aapko?,sahil,neutral,175,22
4447,arey sahil tu yahan betha hai? aaj rosesh ka shooting hai nahi? murat mei naariyal fodenge nahi? ye log naariyal ka kya karte honge? chatni banata honge ke naariyal ke ladoo? chatni hi banate honge kyunki naariyal ke ladoo banane ke liye toh 10 - 12 filmo ke murat karne padenge ek saath ,madhusudan,joy,176,0
4448,raj gopal sharma naariyal ke ladoo banane ke liye filmo ke murat nahi karte ,sahil,neutral,176,1
4449,hein,madhusudan,neutral,176,2
4450,raj gopal sharma filme banane ke liye filmo ke murat karte hai aur unki filme banti bhi hai aur chalti bhi hai rosesh ki film naya don bhi chalegi aur rosesh star banega uske charche honge wo autograph sign karega aur mei davaiyon ke prescriptions uski hasti bante hi hum sab ki hasti mit jayegi aur ye mujhse bardasht nahi hoga isliye aaj mei rosesh ke murat pe nahi gaya kyunki mei usse jalta hun fufaji mera ye jo behaviour hai wo absolutely galat hai ,sahil,joy,176,3
4451,sahil,madhusudan,neutral,177,0
4452,arey aayiye fufa ji aayiye ,sahil,joy,177,1
4453,hein,madhusudan,neutral,177,2
4454,hehehe sahil muje andar aane ka kehne ke liye itne saare ishaare kyu kar raha hai? seedha seedha welcome keh dena chaiye na  ,madhusudan,joy,177,3
4455,okay welcome ,sahil,neutral,177,4
4456,hein,madhusudan,neutral,177,5
4457,i give up,sahil,neutral,177,6
4458,acha maya bata rahi thi teri koi khush khabri hai,madhusudan,neutral,177,7
4459,finally there is somebody ye padhiye ,sahil,joy,177,8
4460,nahi nahi tu samjha nahin teri khush khabri kya hai ye puch raha hun,madhusudan,neutral,177,9
4461,hahaha ismei likhi hai khush khabri padhiye na please ,sahil,joy,177,10
4462,ziddi ziddi . ye padh lunga baadmein batana khush khabri kya hai,madhusudan,neutral,177,11
4463,thike bethiye,sahil,neutral,177,12
4464,sahil sahil meine apni gurinder mausi ko phone karke khush khabri sunna di hai ,monisha,joy,177,13
4465,wo khush ho gayi?,sahil,neutral,177,14
4466,ofcourse khush kyu nahi hogi . after all unki behen ki beti ka dewar hero jo banne chala hai . hehehe,monisha,joy,177,15
4467,acha wo waali khabar ,sahil,neutral,177,16
4468,saare patiyala mei fel gayi hogi ab tak ye khabar ,monisha,joy,177,17
4469,and by the way rosesh ke sirf photographs select hue hai ,sahil,neutral,177,18
4470,haan haan agar rosesh bhaiya ke photographs select hue hai toh role thodi na tumse karwayenge,monisha,neutral,177,19
4471,aur mei karunga bhi nahi because i am a qualified cosmetologist not some college dropout actor ,sahil,contempt,177,20
4472,arey waah congratulations ,madhusudan,joy,177,21
4473,thank you ,sahil,joy,177,22
4474,tere sunblock aur anti ageing lotion ko best over the counter medical product ka award mil raha hai ,madhusudan,joy,177,23
4475,aur fufaji meri jo research article hai wo harvard medical institute ke reference books mei chaapne waale hai,sahil,neutral,177,24
4476,hein,madhusudan,neutral,177,25
4477,ismei likha hai padhiye na ,sahil,joy,177,26
4478,fufaji apne rosesh bhaiye superstar hero bann gaye ,monisha,joy,177,27
4479,abhi aate hai rosesh ji,maya,neutral,178,0
4480,momma does this blue thing go with my shirt?,rosesh,neutral,178,1
4481,tanvir from film today. tumhara interview lene aaye hai,maya,neutral,178,2
4482,hi,rosesh,joy,178,3
4483,hi,tanvir,neutral,178,4
4484,tanvir keep it short rosesh ji ke paas time nahi hai ,maya,neutral,178,5
4485,rosesh ji rajgopal sharma ji ki film aapko kaise mili?,tanvir,neutral,178,6
4486,jab mei photo lekar ke ,rosesh,neutral,178,7
4487,rosesh toh film mei kaam karna hi nahi chaa raha tha . he's a theatre person you see ,maya,neutral,178,8
4488,ji ji,tanvir,neutral,178,9
4489,lekin jab rajgopal sharma ne iska natak dekha wo itne impress ho gaye aur isko force kia isliye isse karna pada ,maya,joy,178,10
4490,uh rosesh ji aap apni success ka credit kisse dena chahenge ,tanvir,neutral,178,11
4491,ek toh hardwork aur dusri wo.. ,rosesh,neutral,178,12
4492,uski momma ye hi kahega ye but don't believe him han meine kuch nahi kia ye bekaar mei mujhe credit deta hai,maya,joy,178,13
4493,momma,rosesh,neutral,178,14
4494,aur rosesh ji aapki film naya don mein aapka character kis tarah ka hai,tanvir,neutral,178,15
4495,excuse me momma suprapadh magazine se phone aaya hai subah bhi aya tha interview ke liye kya kahun?,rosesh,neutral,178,16
4496,mana kardo tumhare career ke iss stage mei regional vernacular magazine mei interview dena is too down market ,maya,contempt,178,17
4497,ok hello,rosesh,neutral,178,18
4498,awaaz badal ke warna pehchaan jayenge,maya,fear,178,19
4499,hello hello ,rosesh,neutral,178,20
4500,its just so middle class kya kar rahe ho tum,maya,disgust,178,21
4501,hello no i am sorry mr rosesh bathroom mei hai kal subah phone karna ,maya,neutral,178,22
4502,matlab rosesh ji kal tak bathroom mei rahenge. should one presume?,tanvir,neutral,178,23
4503,hahaha,maya,joy,178,24
4504,huhuuu ,rosesh,joy,178,25
4505,very funny next question!,maya,contempt,178,26
4506,sahil sahil aaj shaam murad ki baad ki party mein mei kaunsa dress pehnu ye waala ke ye waala ,monisha,joy,179,0
4507,koi bhi dress pehen lo monisha sabki nazre toh star sarabhai rosesh pe hone waali hai,sahil,neutral,179,1
4508,toh kya hua? mei dhaka bhuki karke pahunch jaungi na rosesh bhaiya ke kareeb. star ki bhabhi monisha sarabhai ,monisha,joy,179,2
4509,monisha rosesh ye film line join kar raha hai ye achi baat nahi hai. kya haina iss line mei drinks drugs midnight brawls aur fir insecurities depression i mean it's quite unsafe you know ,sahil,fear,179,3
4510,acha,monisha,fear,179,4
4511,hmm,sahil,neutral,179,5
4512,lekin mummy ji toh keh rahi thi ye filmline badi respectable hai,monisha,neutral,179,6
4513,ye line mere medical profession jitni respectable nahi hain.. kal ko rosesh bhatak gaya toh,sahil,neutral,179,7
4514,tum fikar mat karo sahil mei rosesh bhaiya ke saath har jagah jaungi ,monisha,neutral,179,8
4515,monisha jab ye line rosesh ke liye thik nahi toh tumhare liye,sahil,anger,179,9
4516,muje heroine thodi na banna hai ,monisha,neutral,179,10
4517,thank god,sahil,neutral,179,11
4518,behen ya bhabhi ka role bhi chalega.. aur kuch nahi toh mei rosesh bhaiye ki secretary ban jaungi.. unki dekh sambhalungi,monisha,joy,179,12
4519,monisha pehle apne ghar ka calendar toh sambhalo. zameen pe pada hua hai. aur tum rosesh ke saath kahin nahi jaogi ,maya,anger,179,13
4520,kyun nahi jaungi mummy ji . rosesh bhaiya bohot saare filmstars se milenge aur muje unka autograph lene ka isse acha mauka kab milega?,monisha,fear,179,14
4521,monisha autograph lena is prescribed middle class sahil zara samjhao isse ,maya,disgust,179,15
4522,sahil mummy ji ko,monisha,contempt,179,16
4523,momma momma guess what? bombay express ki nilofer azmi aa rahi hai mera interview lene ke liye yay,rosesh,joy,179,17
4524,haha,monisha,joy,179,18
4525,i know darling baldev ne usse paise dekar bijwaya hai ,maya,neutral,179,19
4526,chi chi chi aap paise dekar interview chapwayenge,sahil,disgust,179,20
4527,well that's the way the cookie crumbles darling ,maya,joy,179,21
4528,acha ye sab chodiye momma mere paas koi acha black belt nahi hai pehene ke liye ,rosesh,sadness,179,22
4529,i know sahil ki lelo na ,maya,neutral,179,23
4530,naa sahil bhai ki belt bohot hi tacky hai momma ,rosesh,sadness,179,24
4531,oh yeah fashion street se khareedi hui ,maya,neutral,179,25
4532,hehehe,rosesh,joy,179,26
4533,sahil tum leather imporium mein jaake ek achi black belt laa do rosesh ke liye ,maya,neutral,179,27
4534,high hopes mom . rosesh khudh kyu nahi chala jaata  ,sahil,neutral,179,28
4535,sahil bhai nilofer ghar pahunch ne waali hai ,rosesh,fear,179,29
4536,so?,sahil,neutral,179,30
4537,aur muje stars ki tarah behave karna seekhna chaiye na . ab stars public places mein khudh shopping karne thodi na jaate hai right? ,rosesh,joy,179,31
4538,wahi toh rosesh bhaiya ko kisine pechan lia toh kitna bura lagega ,monisha,joy,179,32
4539,exactly ,rosesh,neutral,179,33
4540,sahil tum chale jao na tumhe koi nahi pehchanta ,monisha,neutral,179,34
4541,so what? so what? agar muje koi nahi pehchanta toh what's the big deal in it ,sahil,anger,179,35
4542,sahil,maya,surprise,179,36
4543,and mind you mera naam harvard medical institute ke reference books mein aane wala hai alright and its going to stay there saalo saal iske bollywood jaisa nahi hai aaj aaye aur kal bhul gaye types ,sahil,anger,179,37
4544,aisa nahin hai ok momma ko kitne saare actors ke naam yaad hai bataiye momma suniye ,rosesh,surprise,179,38
4545,well uhm om puri ,maya,joy,179,39
4546,see,rosesh,neutral,179,40
4547,and uh uh ,maya,neutral,179,41
4548,kal film dekhi,rosesh,neutral,179,42
4549,rahul bose ,maya,joy,179,43
4550,sunna ,sahil,neutral,179,44
4551,"mujhe saare yaad hai. amitab bachan, abhishek bachan, shahruk khan, salman khan, aamir khan, fardeen khan, saif ali khan, ajay devgan, hritik roshan, john abhraham",monisha,joy,179,45
4552,sunna aur doctors ke naam atleast ek ka naam,rosesh,neutral,179,46
4553,dr abdul kalaam ,monisha,joy,179,47
4554,huhuhuhu,rosesh,joy,179,48
4555,wo waise doctor nahin hai monisha ,sahil,neutral,179,49
4556,so point proven bhai ,rosesh,joy,179,50
4557,what point proven?,sahil,anger,179,51
4558,yahi ke bollywood is over harvard .. actors doctors se zyada famous hote hai ,rosesh,neutral,179,52
4559,do you think ke running around trees is ,sahil,anger,179,53
4560,bas bas ok ok keep quiet,maya,fear,179,54
4561,he is talking like an ass ,sahil,anger,179,55
4562,keep quiet both of you please sahil tum jaa kar ke wo belt le aao please,maya,neutral,179,56
4563,ye monisha ki bacchi le ayegi na . dewar ki chamchi. come on get his belt ,sahil,anger,179,57
4564,monisha wahan bargain mat karna please,maya,fear,179,58
4565,thike mummy ji lekin mei jaate jaate raste mein na shivji ka sava rupaye ka prasaad chadha ke jaungi taaki shivji sahil ko sadh buddhi de  ,monisha,neutral,179,59
4566,sava rupaye mein kitni sadh buddhi denge shivji ,maya,contempt,179,60
4567,aur mujhe kis liye sadh buddhi ,sahil,anger,179,61
4568,taaki tum apne bhai se jalna band kar sako ,monisha,contempt,179,62
4569,what mei rosesh se jalta hun mom?,sahil,anger,179,63
4570,well monisha ki baat ke saath agree karne mei badi takleef ho rahi hai imagine we think alike but she's right ,monisha,neutral,179,64
4571,mom!,sahil,surprise,179,65
4572,rosesh ki kaamyaabi se tumhe takleeft toh ho rahi hai and i am ashamed of you sahil ,maya,contempt,179,66
4573,mom that's that's not true god dammit mei kyu jalunga apne chhote bhai se he's not that important,sahil,contempt,179,67
4574,pani ki bunde bani meri gehne bagiche ki khushbu ka libaas pehne mei sarhado ke paas lehrau sanan sanan mei vaayu hawa mei zameen pavan,rosesh,joy,180,0
4575,rosesh yeh kavita tune nhi nahin likhi hai,indravadan,neutral,180,1
4576,arey are aapko kaise pata chala,rosesh,joy,180,2
4577,kyunki yah acchi hai sach bata kisne likhi,indravadan,contempt,180,3
4578,dad well meri life mein jo khaas hai na momma ke alava,rosesh,neutral,180,4
4579,oho yani aajkal registan mein phool khil raha hai kaun hai?,indravadan,joy,180,5
4580,wo nepali hai,rosesh,joy,180,6
4581,apna watchman bahadur,indravadan,surprise,180,7
4582,nahin nahin meri theatre group ki friend hai shaampi chapagai,rosesh,neutral,180,8
4583,ohhh toh kahan tak pahunchi baat,indravadan,joy,180,9
4584,kal meine usse,rosesh,neutral,180,10
4585,are bolna sharmata kya hai bol,indravadan,joy,180,11
4586,kal main jaldi pahunch gaya rehearsal mein bilkul akela tha achanak light chali gai tabhi shampi aayi thodi bheegi bheegi si aur jaise hi wo aayi meine usse hello kaha ,rosesh,joy,180,12
4587,bas,indravadan,neutral,180,13
4588,aur nahin to kya shaampi ko hello kahane ka matlab vah to kisi se baat bhi nahin karti bohot reserved hai wo,rosesh,neutral,180,14
4589,arey bewakoof,indravadan,anger,180,15
4590,rosesh my baby,maya,joy,180,16
4591,momma,rosesh,joy,180,17
4592,come and give me a hug,maya,joy,180,18
4593,aap itni khush kyu hai,rosesh,neutral,180,19
4594,kyunki aaj meri zindagi ka sabse happy day hai,maya,joy,180,20
4595,knock knock bahin hamen bhi to batao kya baat hai,indravadan,neutral,180,21
4596,aaj mujhe jo chahie tha mil gaya,maya,joy,180,22
4597,monisha ghar chhodkar chali gai,indravadan,surprise,180,23
4598,nahin nahin usse bhi acchi khabar,maya,joy,180,24
4599,kya,indravadan,neutral,180,25
4600,apni saritha hai na uski bhanji germany se aane wali hai,maya,neutral,180,26
4601,kaun,indravadan,neutral,180,27
4602,arey baba ajanta,maya,neutral,180,28
4603,achcha achcha vah janata jisne bahut ahsaan kiye hai,indravadan,contempt,180,29
4604,kis pe ehsaan kiya hai usne,maya,neutral,180,30
4605,ham sab pe bhai muskurati hai ahsaan karti hai hello bolati hai toh meherbani karti hai,indravadan,contempt,180,31
4606,ye uski style hogi dad,rosesh,joy,180,32
4607,right aur is style ki bahut jaldi tumhein aadat dalni padegi,maya,joy,180,33
4608,kyu,rosesh,neutral,180,34
4609,sahil chai daddy ji rosesh bhaiya,monisha,neutral,181,0
4610,ismein thoda jahar daal ke dijiye bhabhi,rosesh,sadness,181,1
4611,yah chai vaisi hi hai,indravadan,neutral,181,2
4612,ahhh monisha tumne ismein acid daal diya hai,sahil,disgust,181,3
4613,chai ka masala daala hai baba,monisha,neutral,181,4
4614,kitna daala hai,sahil,neutral,181,5
4615,aadha packet,monisha,neutral,181,6
4616,kyu,indravadan,neutral,181,7
4617,daddy ji use masale ki expiry date kal thi aaj use nahin karti to waste ho jata na,monisha,neutral,181,8
4618,sahil bhai mujhe ajanta se shaadi nahin karni sahil bhai,rosesh,sadness,181,9
4619,to mummy ji se mana kyon nahin karte,monisha,neutral,181,10
4620,char bar mana kar chuka hun,rosesh,sadness,181,11
4621,to kya kaha unhone,monisha,neutral,181,12
4622,teen bar to mom uhh ahh karke hansi,sahil,neutral,181,13
4623,aur chauti bar mein hassan,indravadan,neutral,181,14
4624,kyon,monisha,neutral,181,15
4625,kyunki momma ne mujhe no more arguments kaha aur fir mara,rosesh,sadness,181,16
4626,kyaa,monisha,surprise,181,17
4627,lo aur mujhse mummy ji kehti hai ki maramari karna is so middle classs,monisha,contempt,181,18
4628,acha,indravadan,neutral,181,19
4629,dadi ji uss din mein bhaji wale ko hila hila ke maar rhi thi to mummy ji ne kaha is tarah mara mari karna is so middle class,monisha,contempt,181,20
4630,tum bhajiwali ko kyon maar rahi thi,sahil,contempt,181,21
4631,are vah usne sadi hui palak ki bhaji wapas leke refund dene se mana kar diya,monisha,contempt,181,22
4632,itni si baat ke liye tum maarpeet per utar aayi,sahil,anger,181,23
4633,kya itni si baat bad mein vahi palak bhaji khaake tumhe typhoid ho gaya tha.. bhul gaye,monisha,surprise,181,24
4634,arey haan,sahil,neutral,181,25
4635,usne refund nahin diya tumne vahi bhaaji bana daali na,indravadan,neutral,181,26
4636,haan,monisha,neutral,181,27
4637,excuse me meri problem bhi discuss kijiye na sahil bhai mujhe ajanta acchi nahin lagti hai,rosesh,sadness,181,28
4638,wait a minute wait a minute agale monday mummy confession day celebrate karne wali hai na,sahil,neutral,181,29
4639,han use din ham ek dusre se chhupa hua koi ek sach ek dusre ko bata denge,monisha,joy,181,30
4640,hush hush hush hush ,rosesh,neutral,182,0
4641,rosesh ye kya kar rha hai tu  ,indravadan,surprise,182,1
4642,dad mei lehra raha hun naye natak mei hawa ka role kar raha hun ,rosesh,neutral,182,2
4643,kaise ulte seedhe role karta hai tu pichle natak mei kya bana tha jismei apni peet par rengte rengte dialogue bol rha tha dusro ki silverte todte todte tut chuki hun mein,indravadan,contempt,182,3
4644,wo toh mei istri bana tha lekin dad hawa ka role dekh ke toh usne taaref bhi ki meri,rosesh,joy,182,4
4645,usne kisne? nepali champi ne?,indravadan,joy,182,5
4646,nahi nahi wo toh kabka chodh kar ke chali gayi group. ye koi aur hai,rosesh,neutral,182,6
4647,kaun hai ye? ,indravadan,joy,182,7
4648,wo borivali ke naresh uncle haina jo thode grey color ke dikhte hai ,rosesh,neutral,182,8
4649,haan haan lekin woh umra mein thode bade nhi hai tere liye?,indravadan,neutral,182,9
4650,unki beti! veerbada ,rosesh,neutral,182,10
4651,veerbada! acha lekin maya ko pata hai tujhe borivali mei rehti veerbada naam ki ladki achi lagti hai ,indravadan,neutral,182,11
4652,that toh i don't know,rosesh,neutral,182,12
4653,rosesh!,maya,joy,182,13
4654,lo aa gayi tumhari momma,indravadan,neutral,182,14
4655,give me a hug ,maya,joy,182,15
4656,rosesh give me a hug ,maya,neutral,182,16
4657,oh rosesh my baby aaj mein bohot khush hun ,maya,joy,182,17
4658,kyon ajanta aa rahi hai?,rosesh,neutral,182,18
4659,uhh ajanta ne toh shaadi kar li kissi middle class german se  ,maya,contempt,182,19
4660,wo germany mei middle class hai wo tumhei yahan kaise pata chala?,indravadan,neutral,182,20
4661,kyunki wo honeymoon ke liye ajanta ko switzerland le gaya hai ,maya,contempt,182,21
4662,toh?,indravadan,neutral,182,22
4663,arey switzerland kitna kareeb hai germany ke! agar hum yahan rehkar ke bangladesh mei honeymoon manaye toh wo middle class nahi hoga kya? anyway the point is mei khush isliye hun ke i think hum iss baat ko suspense hi rehne dete hai ,maya,neutral,182,23
4664,nahi nahi! batayi ne momma  ,rosesh,fear,182,24
4665,no way baby waqt aane pe sab pata chal jayega  ,maya,neutral,182,25
4666,momma mom!! dad lagta hai momma ne nahi ladki pasand karli hai ,rosesh,fear,182,26
4667,hmm tu natak mei hawa ka role kar raha haina ,indravadan,neutral,182,27
4668,haan,rosesh,neutral,182,28
4669,toh adrishya hoja hawa tu kissi ko dikhai nahi degi tu bhi khush rahegi aur mein bhi ,indravadan,neutral,182,29
4670,whoopie khush khush khush,rosesh,joy,182,30
4671,khush khush khush,indravadan,joy,182,31
4672,this is preposterous prep how could he do this usne itna bada dhoka shaadi karli rosesh ne bacha bhi hai ,maya,anger,183,0
4673,ho jaata hai maya,indravadan,neutral,183,1
4674,ho kaise jaata hai indravadan ho kaise jaata hai,maya,anger,183,2
4675,ab maya bacha kaise ho jaata hai wo bhi tumhei samjhana padega,indravadan,neutral,183,3
4676,he has stabbed me in the back ,maya,sadness,183,4
4677,tumnei bhi toh meri baa ka gala dabaya tha ,indravadan,contempt,183,5
4678,jo rosesh ne kia haina this is waise kaun hai ye ladki tum naam jaante ho uska,maya,anger,183,6
4679,rita,indravadan,neutral,183,7
4680,rita oh my god ek aur middle class,maya,sadness,183,8
4681,arey waah rita naam hua toh middle class ho gayi,indravadan,neutral,183,9
4682,naturally sirf middle class log apni beti ka naam rita rakhte hai,maya,contempt,183,10
4683,acha wo tumhari high society friend jo hai saadna singhania uski beti ka naam bhi toh rita hai,indravadan,contempt,183,11
4684,uska naam hai rita,maya,contempt,183,12
4685,ohhh,indravadan,neutral,183,13
4686,not rita,maya,contempt,183,14
4687,rita,indravadan,neutral,183,15
4688,anyway kahan rehti hai ye rita,maya,neutral,183,16
4689,wo tum rosesh se hi puch lena kal wo lekar aa rha yahan apni dharam patni ko,indravadan,neutral,183,17
4690,indravadan please dharam patni is television serial middle class,maya,contempt,183,18
4691,momma ye hai rita,rosesh,neutral,184,0
4692,no no no no this is traditionally middle class uhh anyway jeeti raho akeli aayi ho tum dono ka toh bacha bhi haina,maya,sadness,184,1
4693,daksesh school gaya hai,rita,neutral,184,2
4694,ye aisa kyu bolti hai,maya,disgust,184,3
4695,hehe humare ghar mei toh sab aisa hi bolte hai maaji meri daadima toh ghar bethe bethe sabji mangawati thi oh bhaiya ji do kilo aalo leke aana do kilo bataka bhi do chaar bhaiya aa jaate the ghar pe idhar udhar se ,rita,joy,184,4
4696,ye tumne kya kia rosesh,maya,sadness,184,5
4697,momma rita dil ki buri nhi hai ,rosesh,neutral,184,6
4698,lekin shaadi toh tumne puri ki puri rita se ki haina awaaz included bache ka naam daksesh,maya,contempt,184,7
4699,da cha sa tha abhi leke mei tha se thermos rakhti hai,rita,joy,184,8
4700,waise za zarnesh socha tha cha se chandresh chakrosh chirayu meine toh ek fancy naam bhi socha tha chitchor par uh hmm ,rita,neutral,184,9
4701,kitne saal ka hai chitchor ,maya,neutral,184,10
4702,momma finally toh humnei daksesh hi rakha hai,rosesh,neutral,184,11
4703,acha kia ,maya,neutral,184,12
4704,same apne papa par gaya hai aur iskool mei toh,rita,neutral,184,13
4705,iskool nhi school school tumnei isse shaadi kyu ki how could you do this to me,maya,anger,184,14
4706,momma halaat hi kuch aise,rosesh,fear,184,15
4707,don't give me that halat waali line and don't show me i know ki ye bohot hi middle class line hai lekin ho sake toh apni shakal mat dikhana muje,maya,anger,184,16
4708,kyon,rita,surprise,184,17
4709,urghhh,maya,disgust,184,18
4710,khatam ho gaya sahil it's over,maya,sadness,185,0
4711,mummyji tissue paper ke aur do box hai laati hun,monisha,neutral,185,1
4712,monisha mom tissue paper ki baat nhi kar rhi hai,sahil,neutral,185,2
4713,my life meri zindagi khatam ho gayi hai can you imagine sahil uss rita se toh monisha zyada achi hai can you imagine,maya,sadness,185,3
4714,mein kya itni buri hun mummyji,monisha,sadness,185,4
4715,haan beta lekin wo rita oh my god saans leti hai toh bhi cheenk sunai deti hai jab logo ko pata chalega ke rosesh ne loudspeaker se shaadi ki hai ,maya,sadness,185,5
4716,logo ko pata chal gaya mummyji,monisha,neutral,185,6
4717,what do you mean,maya,fear,185,7
4718,wo sarita aunty ka phone aaya tha na,monisha,neutral,185,8
4719,kya kahan tumnei unse,maya,fear,185,9
4720,meine toh sirf itna hi kahan namaste sarita aunty kaisi hai aap ajanta kab aa rhi hai magar unhone mujse pucha ke rosesh shaadi shuda hai toh meine wrong number keh ke phone rakh dia,monisha,neutral,185,10
4721,fantastic kya baat hai unbelievably brilliant,sahil,contempt,185,11
4722,ismie brilliant kya hai waise hi idea dimaag mei aaya toh meine use kar daala,monisha,joy,185,12
4723,i don't believe it ye proud feel kar rhi hai arey sarita ko pata chal chuka hai tumhari wajah se ab ajanta ko pata chalega ,maya,anger,185,13
4724,mom kya hua ,sahil,surprise,185,14
4725,chakar aa rha hai ,maya,fear,185,15
4726,chappal sunghao sahil chappal sunghao ye lo,monisha,neutral,185,16
4727,ahhhh,maya,disgust,185,17
4728,monisha!,sahil,contempt,185,18
4729,itna bhi chakkar nhi aaya chappal rakh do oh my god ye kaise ho gaya sahil 2 2 middle class bahunei mei kaise bardaasht karungi,maya,sadness,185,19
4730,mummyji aap kahe toh mei chali jaati hun ,monisha,neutral,185,20
